,dailysamples,dailyconfirmed,dailyrecovered,dailydeceased,totalcritical,ventilatorpatients,totalsamples,totalconfirmed,totalhospital,totalrecovered,totaldeceased,totalhousesurvey,populationcovered,housescovered,flu,active_hosp,active_home,Date
1,153.0,15.0,0.0,2.0,,,2231.0,255.0,198.0,26.0,31.0,733.0,1930096.0,564875.0,56.0,,,12.04.2020
2,115.0,33.0,1.0,2.0,4.0,,2346.0,278.0,218.0,27.0,33.0,751.0,2152692.0,633618.0,201.0,,,13.04.2020
3,157.0,44.0,1.0,4.0,6.0,,2503.0,322.0,260.0,28.0,34.0,743.0,2355472.0,701736.0,87.0,,,14.04.2020
4,220.0,55.0,1.0,4.0,5.0,,2723.0,377.0,307.0,29.0,41.0,795.0,2576501.0,773284.0,110.0,,,15.04.2020
5,265.0,65.0,0.0,5.0,7.0,,2988.0,442.0,367.0,29.0,46.0,796.0,2798651.0,844189.0,141.0,,,16.04.2020
6,256.0,59.0,4.0,3.0,10.0,,3244.0,501.0,421.0,33.0,47.0,763.0,3092727.0,923870.0,89.0,,,17.04.2020
7,362.0,43.0,4.0,2.0,8.0,,3606.0,544.0,459.0,37.0,48.0,,,,,,,18.04.2020
8,181.0,42.0,18.0,0.0,15.0,,3787.0,586.0,482.0,55.0,49.0,,,,,,,19.04.2020
9,182.0,80.0,13.0,0.0,14.0,,3969.0,666.0,548.0,68.0,50.0,739.0,3737021.0,1083265.0,140.0,,,20.04.2020
10,340.0,42.0,19.0,2.0,15.0,,4309.0,708.0,569.0,87.0,52.0,750.0,3981330.0,1159283.0,131.0,,,21.04.2020
11,562.0,64.0,35.0,4.0,26.0,,4871.0,772.0,594.0,122.0,56.0,754.0,4063784.0,1234470.0,106.0,,,22.04.2020
12,667.0,104.0,8.0,4.0,36.0,,5538.0,876.0,686.0,130.0,60.0,474.0,4298516.0,1308879.0,95.0,,,23.04.2020
13,367.0,72.0,6.0,5.0,44.0,5.0,7230.0,1139.0,768.0,165.0,72.0,,,,,,,26.04.2020
14,445.0,78.0,11.0,3.0,49.0,3.0,7675.0,1217.0,821.0,176.0,75.0,972.0,5062457.0,1544375.0,212.0,,,27.04.2020
15,510.0,122.0,27.0,2.0,73.0,15.0,8185.0,1339.0,919.0,203.0,79.0,934.0,5323085.0,1627099.0,94.0,,,28.04.2020
16,673.0,93.0,27.0,2.0,70.0,14.0,8858.0,1432.0,980.0,230.0,81.0,1008.0,5612516.0,1715649.0,59.0,,,29.04.2020
17,340.0,86.0,44.0,7.0,70.0,14.0,9198.0,1518.0,1022.0,274.0,85.0,1044.0,5894519.0,1800448.0,44.0,,,30.04.2020
18,691.0,93.0,51.0,7.0,64.0,12.0,9889.0,1611.0,1057.0,325.0,92.0,1004.0,6163716.0,1883128.0,50.0,,,01.05.2020
19,413.0,107.0,53.0,3.0,67.0,11.0,10302.0,1718.0,1246.0,378.0,94.0,1073.0,6828243.0,1969369.0,55.0,,,02.05.2020
20,451.0,99.0,55.0,7.0,75.0,17.0,10753.0,1817.0,1152.0,433.0,101.0,,,,,,,03.05.2020
21,106.0,61.0,50.0,6.0,76.0,20.0,10859.0,1878.0,1150.0,483.0,107.0,,,,,,,04.05.2020
22,998.0,65.0,,4.0,76.0,20.0,16679.0,1943.0,1297.0,535.0,111.0,975.0,7400712.0,2140597.0,64.0,,,05.05.2020
23,890.0,86.0,52.0,7.0,79.0,18.0,17569.0,2029.0,1324.0,587.0,118.0,987.0,7701559.0,2229365.0,45.0,,,06.05.2020
24,1059.0,117.0,84.0,7.0,72.0,11.0,18628.0,2146.0,1350.0,671.0,125.0,946.0,7987304.0,2303714.0,51.0,,,07.05.2020
25,1642.0,99.0,61.0,12.0,76.0,12.0,20270.0,2245.0,1377.0,732.0,137.0,,,,,,,08.05.2020
26,1543.0,135.0,96.0,4.0,70.0,12.0,21813.0,2380.0,1414.0,826.0,140.0,,,,,,,09.05.2020
27,938.0,102.0,194.0,3.0,92.0,17.0,22751.0,2482.0,1318.0,1020.0,145.0,,,,,,,10.05.2020
28,1008.0,91.0,69.0,5.0,98.0,19.0,23759.0,2573.0,1335.0,1089.0,149.0,939.0,8893882.0,2565520.0,40.0,,,11.05.2020
29,989.0,164.0,120.0,7.0,107.0,25.0,24748.0,2737.0,1372.0,1209.0,156.0,936.0,9204682.0,2655763.0,40.0,,,12.05.2020
30,1205.0,87.0,168.0,7.0,115.0,32.0,25953.0,2824.0,1284.0,1377.0,163.0,942.0,9527043.0,2749285.0,45.0,,,13.05.2020
31,1414.0,163.0,109.0,6.0,116.0,34.0,27349.0,2987.0,1332.0,1486.0,169.0,944.0,9836484.0,2920804.0,51.0,,,14.05.2020
32,1652.0,106.0,144.0,5.0,132.0,33.0,29001.0,3093.0,1289.0,1630.0,174.0,934.0,10150240.0,3012049.0,42.0,,,15.05.2020
33,1205.0,202.0,68.0,11.0,149.0,41.0,30224.0,3295.0,1412.0,1698.0,185.0,822.0,10448921.0,3097646.0,26.0,,,16.05.2020
34,693.0,201.0,53.0,9.0,141.0,45.0,30917.0,3496.0,1551.0,1751.0,194.0,,,,,,,17.05.2020
35,1419.0,102.0,49.0,5.0,148.0,50.0,32336.0,3598.0,1599.0,1800.0,199.0,801.0,10728496.0,3177232.0,42.0,,,18.05.2020
36,1459.0,149.0,110.0,8.0,156.0,43.0,33795.0,3747.0,1630.0,1910.0,207.0,764.0,10978998.0,3248816.0,20.0,,,19.05.2020
37,1507.0,152.0,113.0,14.0,165.0,43.0,35302.0,3899.0,1656.0,2023.0,221.0,731.0,11222312.0,3318942.0,38.0,,,20.05.2020
38,1733.0,208.0,159.0,7.0,169.0,44.0,37035.0,4107.0,1698.0,2182.0,227.0,712.0,11460451.0,3387985.0,27.0,,,21.05.2020
39,1735.0,291.0,189.0,14.0,168.0,49.0,38770.0,4398.0,1786.0,2371.0,241.0,715.0,11690770.0,3456708.0,39.0,,,22.05.2020
40,1723.0,205.0,92.0,7.0,170.0,42.0,40493.0,4603.0,1892.0,2463.0,248.0,1106.0,11696949.0,3458737.0,37.0,,,23.05.2020
41,681.0,179.0,77.0,7.0,176.0,47.0,41174.0,4782.0,1977.0,2550.0,255.0,,,,,,,24.05.2020
42,689.0,399.0,175.0,10.0,179.0,44.0,41863.0,5181.0,2182.0,2735.0,264.0,669.0,11913350.0,3514618.0,21.0,,,25.05.2020
43,2044.0,246.0,140.0,9.0,176.0,44.0,43907.0,5427.0,2279.0,2875.0,273.0,726.0,12146109.0,3583074.0,11.0,,,26.05.2020
44,1360.0,106.0,184.0,11.0,171.0,50.0,45267.0,5533.0,2190.0,3059.0,284.0,734.0,12383074.0,3650537.0,24.0,,,27.05.2020
45,1315.0,318.0,205.0,10.0,150.0,49.0,46582.0,5851.0,2294.0,3264.0,293.0,551.0,12559845.0,3701113.0,10.0,,,28.05.2020
46,1179.0,242.0,186.0,10.0,166.0,45.0,47761.0,6093.0,2340.0,3450.0,303.0,571.0,12738419.0,3751405.0,40.0,,,29.05.2020
47,1200.0,108.0,194.0,8.0,170.0,43.0,48961.0,6201.0,2248.0,3644.0,309.0,564.0,12926337.0,3804203.0,9.0,,,30.05.2020
48,359.0,271.0,138.0,6.0,173.0,42.0,49320.0,6472.0,2376.0,3782.0,314.0,,,,,,,31.05.2020
49,1597.0,57.0,168.0,6.0,174.0,46.0,50917.0,6529.0,2259.0,3950.0,320.0,581.0,13089416.0,3846611.0,42.0,,,1.06.2020
50,1543.0,266.0,169.0,25.0,165.0,35.0,52460.0,6795.0,2331.0,4119.0,345.0,536.0,13248025.0,3890928.0,30.0,,,2.06.2020
51,1249.0,294.0,229.0,8.0,165.0,43.0,53709.0,7089.0,2389.0,4348.0,352.0,498.0,13374837.0,3925887.0,13.0,,,3.06.2020
52,1441.0,176.0,157.0,11.0,176.0,40.0,55150.0,7265.0,2399.0,4505.0,361.0,292.0,13456220.0,3949393.0,4.0,,,4.06.2020
53,1656.0,182.0,170.0,9.0,183.0,45.0,56806.0,7447.0,2402.0,4675.0,370.0,571.0,13622530.0,3997089.0,23.0,,,5.06.2020
54,1649.0,275.0,259.0,3.0,195.0,49.0,58455.0,7722.0,2413.0,4934.0,372.0,502.0,13778921.0,4042454.0,33.0,,,6.06.2020
55,235.0,159.0,85.0,6.0,209.0,50.0,58690.0,7881.0,2484.0,5019.0,378.0,,,,,,,7.06.2020
56,2108.0,181.0,166.0,13.0,204.0,43.0,60798.0,8062.0,2486.0,5185.0,391.0,610.0,13962412.0,4095309.0,24.0,,,8.06.2020
57,1697.0,143.0,119.0,12.0,189.0,37.0,62495.0,8205.0,2498.0,5304.0,403.0,588.0,14139347.0,4147438.0,39.0,,,9.06.2020
58,1949.0,304.0,271.0,3.0,214.0,43.0,64444.0,8509.0,2528.0,5575.0,406.0,576.0,14306079.0,4196226.0,37.0,,,10.06.2020
59,2043.0,268.0,207.0,7.0,216.0,53.0,66487.0,8777.0,2582.0,5782.0,413.0,640.0,14497820.0,4251633.0,36.0,,,11.06.2020
60,2249.0,305.0,142.0,12.0,222.0,49.0,68736.0,9082.0,2733.0,5924.0,425.0,656.0,14699892.0,4310666.0,36.0,,,12.06.2020
61,2476.0,254.0,163.0,14.0,208.0,47.0,71212.0,9336.0,2810.0,6087.0,439.0,642.0,14885765.0,4365798.0,16.0,,,13.06.2020
62,1345.0,320.0,123.0,9.0,203.0,45.0,71425.0,9656.0,2998.0,6210.0,448.0,,,,,,,14.06.2020
63,2234.0,234.0,236.0,10.0,230.0,40.0,73659.0,9890.0,2986.0,6446.0,458.0,647.0,15080647.0,4423555.0,33.0,,,15.06.2020
64,2547.0,293.0,150.0,11.0,213.0,41.0,76206.0,10183.0,3118.0,6596.0,469.0,624.0,15262567.0,4475060.0,35.0,,,16.06.2020
65,2841.0,460.0,117.0,12.0,232.0,44.0,79047.0,10643.0,3449.0,6713.0,481.0,589.0,15441369.0,4527088.0,20.0,,,17.06.2020
66,2464.0,472.0,193.0,6.0,245.0,49.0,81511.0,11115.0,3772.0,6906.0,487.0,428.0,15554441.0,4561295.0,13.0,,,18.06.2020
67,2676.0,350.0,157.0,6.0,265.0,53.0,84187.0,11465.0,3909.0,7063.0,493.0,288.0,15637216.0,4588523.0,25.0,,,19.06.2020
68,2684.0,389.0,183.0,11.0,273.0,52.0,86871.0,11854.0,4086.0,7264.0,504.0,229.0,15707144.0,4609215.0,29.0,,,20.06.2020
69,1261.0,620.0,171.0,6.0,290.0,60.0,87179.0,12474.0,4529.0,7435.0,510.0,,,,,,,21.06.2020
70,3227.0,212.0,255.0,8.0,280.0,55.0,90406.0,12686.0,4496.0,7672.0,518.0,199.0,15758200.0,4625113.0,17.0,,,22.06.2020
71,3402.0,467.0,273.0,10.0,277.0,57.0,93808.0,13153.0,4680.0,7945.0,528.0,213.0,15807381.0,4639230.0,20.0,,,23.06.2020
72,3416.0,501.0,155.0,17.0,277.0,56.0,97224.0,13654.0,5009.0,8100.0,545.0,209.0,15857567.0,4653418.0,24.0,,,24.06.2020
73,3453.0,531.0,202.0,13.0,316.0,63.0,100677.0,14185.0,5325.0,8302.0,558.0,206.0,15904070.0,4666869.0,15.0,,,25.06.2020
74,3378.0,595.0,331.0,14.0,330.0,67.0,104055.0,14780.0,5575.0,8633.0,572.0,181.0,15946074.0,4679354.0,28.0,,,26.06.2020
75,3255.0,822.0,486.0,19.0,308.0,65.0,107310.0,15602.0,5892.0,9119.0,591.0,194.0,15988158.0,4691526.0,9.0,,,27.06.2020
76,1543.0,523.0,328.0,22.0,324.0,54.0,108003.0,16125.0,6065.0,9447.0,613.0,,,,,,,28.06.2020
77,4038.0,617.0,482.0,5.0,333.0,61.0,112041.0,16742.0,6195.0,9929.0,618.0,166.0,16016358.0,4700055.0,12.0,,,29.06.2020
78,3949.0,486.0,522.0,25.0,350.0,59.0,115990.0,17228.0,6134.0,10451.0,643.0,156.0,16046748.0,4708089.0,,,,30.06.2020
79,4068.0,877.0,589.0,19.0,347.0,55.0,120058.0,18105.0,6403.0,11040.0,662.0,226.0,16081138.0,4718642.0,,,,1.07.2020
80,4140.0,937.0,631.0,14.0,344.0,56.0,124198.0,19402.0,6695.0,11671.0,676.0,278.0,16118595.0,4730159.0,18.0,,,2.07.2020
81,4250.0,807.0,619.0,9.0,389.0,59.0,128448.0,19849.0,6874.0,12290.0,685.0,258.0,16156299.0,4742458.0,8.0,,,3.07.2020
82,3757.0,819.0,399.0,18.0,385.0,56.0,132205.0,20668.0,7276.0,12689.0,703.0,265.0,16195728.0,4755129.0,26.0,,,4.07.2020
83,2704.0,852.0,420.0,12.0,410.0,70.0,132816.0,21520.0,7696.0,13109.0,715.0,,,,,,,5.07.2020
84,4548.0,861.0,630.0,15.0,368.0,64.0,137364.0,22381.0,7912.0,13739.0,730.0,265.0,16195728.0,4755129.0,26.0,,,6.07.2020
85,3853.0,640.0,672.0,21.0,385.0,63.0,141217.0,23021.0,7859.0,14411.0,751.0,241.0,16263699.0,4775365.0,11.0,,,7.07.2020
86,4727.0,1147.0,587.0,19.0,401.0,79.0,145944.0,24168.0,8400.0,14998.0,770.0,231.0,16296160.0,4785674.0,16.0,,,8.07.2020
87,4684.0,1006.0,581.0,16.0,402.0,75.0,150628.0,25174.0,8809.0,15579.0,786.0,219.0,16332444.0,4796686.0,,,,9.07.2020
88,4315.0,903.0,609.0,14.0,443.0,74.0,154943.0,26077.0,9089.0,16188.0,800.0,286.0,16375649.0,4808207.0,17.0,,,10.07.2020
89,4398.0,827.0,808.0,16.0,461.0,64.0,159341.0,26904.0,9092.0,16996.0,816.0,320.0,16417619.0,4820210.0,54.0,,,11.07.2020
90,1514.0,621.0,486.0,24.0,487.0,72.0,160855.0,27525.0,9203.0,17482.0,840.0,,,,,,,12.07.2020
91,5168.0,832.0,614.0,9.0,486.0,74.0,166023.0,28357.0,9412.0,18096.0,849.0,361.0,16457998.0,4833046.0,,,,13.07.2020
92,5749.0,750.0,728.0,25.0,513.0,76.0,171772.0,29107.0,9409.0,18824.0,874.0,444.0,16513361.0,4849666.0,13.0,,,14.07.2020
93,6343.0,1416.0,746.0,15.0,502.0,76.0,178115.0,30523.0,10064.0,19570.0,889.0,491.0,16571294.0,4866489.0,68.0,,,15.07.2020
94,6582.0,1812.0,764.0,17.0,536.0,80.0,184697.0,31884.0,10644.0,20334.0,906.0,469.0,16634735.0,4884101.0,58.0,,,16.07.2020
95,6811.0,1705.0,773.0,11.0,527.0,82.0,191508.0,34040.0,12016.0,21107.0,917.0,536.0,16707273.0,4904269.0,88.0,,,17.07.2020
96,6891.0,1838.0,774.0,18.0,547.0,89.0,198489.0,35878.0,13062.0,21881.0,935.0,542.0,16772366.0,4924652.0,27.0,,,18.07.2020
97,3815.0,1508.0,730.0,41.0,557.0,94.0,202304.0,37386.0,13799.0,22611.0,976.0,70.0,16780733.0,4927396.0,2.0,,,19.07.2020
98,6918.0,1817.0,830.0,29.0,591.0,96.0,209222.0,39203.0,14757.0,23441.0,1005.0,530.0,16841934.0,4946911.0,,,,20.07.2020
99,6222.0,1512.0,805.0,30.0,616.0,99.0,215444.0,40715.0,15434.0,24246.0,1035.0,573.0,16918410.0,4969581.0,30.0,,,21.07.2020
100,7595.0,1751.0,883.0,33.0,609.0,94.0,223039.0,42466.0,16269.0,25129.0,1068.0,612.0,16995010.0,4991407.0,48.0,,,22.07.2020
101,6665.0,1599.0,779.0,36.0,589.0,82.0,229704.0,44065.0,17053.0,25908.0,1104.0,609.0,17075542.0,5016470.0,45.0,,,23.07.2020
102,5747.0,1479.0,817.0,29.0,663.0,102.0,235451.0,45544.0,17686.0,26725.0,1133.0,630.0,17164044.0,5041305.0,49.0,,,24.07.2020
103,6090.0,1521.0,693.0,20.0,673.0,115.0,241541.0,47065.0,18494.0,27418.0,1153.0,552.0,17248877.0,5066388.0,30.0,,,25.07.2020
104,2506.0,992.0,175.0,13.0,682.0,105.0,244047.0,48057.0,18298.0,28593.0,1166.0,,,,,,,26.07.2020
105,4467.0,1160.0,896.0,16.0,744.0,97.0,248514.0,49217.0,18546.0,29489.0,1182.0,609.0,17352357.0,5090627.0,,,,27.07.2020
106,6567.0,1213.0,591.0,33.0,742.0,98.0,255081.0,50430.0,19135.0,30080.0,1215.0,648.0,17439433.0,5115824.0,,,,28.07.2020
107,5919.0,1308.0,2543.0,39.0,845.0,99.0,261000.0,51738.0,17861.0,32623.0,1254.0,647.0,17527217.0,5142099.0,75.0,,,29.07.2020
108,6241.0,1699.0,1315.0,30.0,927.0,100.0,267241.0,53437.0,18215.0,33938.0,1284.0,575.0,17606271.0,5165610.0,21.0,,,30.07.2020
109,6151.0,818.0,1185.0,28.0,626.0,100.0,273392.0,54255.0,17820.0,35123.0,1312.0,613.0,17684095.0,5189400.0,24.0,,,31.07.2020
110,5863.0,1506.0,1791.0,23.0,638.0,100.0,279255.0,55761.0,17512.0,36914.0,1335.0,638.0,17756739.0,5211336.0,14.0,,,1.08.2020
111,3620.0,1271.0,1203.0,31.0,639.0,97.0,281840.0,57523.0,18040.0,38117.0,1366.0,294.0,17807999.0,5226226.0,14.0,,,2.08.2020
112,4604.0,1270.0,1822.0,18.0,633.0,98.0,286444.0,58304.0,16981.0,39939.0,1384.0,,,,,,,3.08.2020
113,5595.0,1192.0,1312.0,28.0,656.0,404.0,292039.0,59496.0,16833.0,41251.0,1412.0,582.0,17891452.0,5252645.0,19.0,,,4.08.2020
114,5698.0,1101.0,1159.0,17.0,675.0,425.0,297737.0,60597.0,16758.0,42410.0,1429.0,589.0,17952148.0,5271567.0,23.0,,,5.08.2020
115,5208.0,1440.0,1196.0,27.0,674.0,425.0,302945.0,62037.0,16975.0,43606.0,1456.0,,,,,,,6.08.2020
116,5584.0,1249.0,1168.0,23.0,703.0,439.0,308529.0,63286.0,17033.0,44774.0,1479.0,,,,,,,7.08.2020
117,5051.0,1290.0,1961.0,37.0,717.0,443.0,313580.0,64576.0,16325.0,46735.0,1516.0,,,,,,,8.08.2020
118,6008.0,1390.0,1879.0,24.0,726.0,448.0,319588.0,65966.0,15812.0,48614.0,1540.0,,,,,,,9.08.2020
119,5133.0,761.0,1499.0,31.0,738.0,444.0,324721.0,66727.0,15043.0,50113.0,1571.0,,,,,,,10.08.2020
120,5320.0,924.0,1240.0,22.0,735.0,443.0,330041.0,67651.0,14705.0,51353.0,1593.0,530.0,18243953.0,5354905.0,20.0,,,11.08.2020
121,6213.0,1584.0,1449.0,28.0,735.0,445.0,336254.0,69236.0,14812.0,52802.0,1621.0,463.0,18291181.0,5368233.0,32.0,,,12.08.2020
122,6335.0,1091.0,1156.0,35.0,737.0,448.0,342589.0,70326.0,14712.0,53958.0,1656.0,458.0,18339625.0,5383022.0,25.0,,,13.08.2020
123,5673.0,1177.0,1142.0,27.0,750.0,467.0,348262.0,71503.0,14720.0,55100.0,1683.0,443.0,18396832.0,5398828.0,26.0,,,14.08.2020
124,5840.0,1073.0,1145.0,27.0,760.0,466.0,354102.0,72576.0,14621.0,56245.0,1710.0,458.0,18339625.0,5383022.0,25.0,,,15.08.2020
125,5707.0,1522.0,1412.0,29.0,760.0,462.0,359809.0,74098.0,14702.0,57657.0,1739.0,,,,,,,16.08.2020
126,4635.0,835.0,1049.0,46.0,765.0,464.0,364444.0,74993.0,14442.0,58706.0,1785.0,453.0,18496341.0,5432100.0,13.0,,,17.08.2020
127,5947.0,1224.0,1168.0,29.0,760.0,463.0,370391.0,76157.0,14469.0,59874.0,1814.0,440.0,18550103.0,5450276.0,23.0,,,18.08.2020
128,6690.0,1211.0,1089.0,35.0,815.0,483.0,377081.0,77368.0,14556.0,60963.0,1849.0,449.0,18606554.0,5469315.0,43.0,,,19.08.2020
129,6747.0,1669.0,1386.0,33.0,802.0,486.0,383828.0,79037.0,14806.0,62349.0,1882.0,456.0,18666239.0,5487285.0,11.0,,,20.08.2020
130,7208.0,1556.0,1570.0,35.0,793.0,483.0,391036.0,80593.0,14757.0,63919.0,1917.0,468.0,18721219.0,5507134.0,19.0,,,21.08.2020
131,6891.0,1577.0,1427.0,33.0,804.0,488.0,397927.0,82170.0,14874.0,65346.0,1950.0,,,,,,,22.08.2020
132,4868.0,1225.0,1243.0,38.0,803.0,493.0,402795.0,83395.0,14818.0,66589.0,1988.0,318.0,18745112.0,5518613.0,8.0,,,23.08.2020
133,5129.0,1101.0,1188.0,45.0,802.0,487.0,407924.0,84496.0,14686.0,67777.0,2033.0,426.0,18805573.0,5538733.0,11.0,,,24.08.2020
134,6370.0,1204.0,1123.0,44.0,796.0,483.0,414294.0,85700.0,14723.0,68900.0,2077.0,487.0,18860065.0,5562103.0,9.0,,,25.08.2020
135,6164.0,1617.0,1369.0,31.0,812.0,492.0,420458.0,87317.0,14940.0,70269.0,2108.0,474.0,18922309.0,5582937.0,11.0,,,26.08.2020
136,6092.0,1773.0,1680.0,38.0,818.0,496.0,426550.0,89090.0,14995.0,71949.0,2146.0,464.0,18978858.0,5602167.0,,,,27.08.2020
137,6449.0,1781.0,1578.0,40.0,827.0,498.0,432999.0,90871.0,15158.0,73527.0,2168.0,426.0,19021470.0,5617536.0,24.0,,,28.08.2020
138,7047.0,1968.0,1657.0,46.0,834.0,506.0,440046.0,92839.0,15423.0,75184.0,2232.0,472.0,19078390.0,5636834.0,13.0,,,29.08.2020
139,5713.0,1658.0,1502.0,35.0,833.0,507.0,445759.0,94497.0,15544.0,76686.0,2267.0,,,,,,,30.08.2020
140,2847.0,876.0,1384.0,37.0,884.0,527.0,451053.0,95373.0,14999.0,78070.0,2304.0,462.0,19133020.0,5655700.0,15.0,,,31.08.2020
141,6753.0,1695.0,1419.0,28.0,890.0,529.0,457806.0,97068.0,15247.0,79489.0,2332.0,,,,,,,1.09.2020
142,6215.0,1627.0,1408.0,43.0,1040.0,530.0,464021.0,98695.0,15423.0,80897.0,2375.0,476.0,19187462.0,5674690.0,18.0,,,2.09.2020
143,6734.0,1764.0,1188.0,26.0,885.0,530.0,470755.0,100459.0,15973.0,82085.0,2401.0,470.0,19238992.0,5692410.0,21.0,,,3.09.2020
144,6723.0,1617.0,1830.0,30.0,891.0,529.0,477478.0,102076.0,15730.0,83915.0,2431.0,430.0,19289373.0,5710223.0,15.0,,,4.09.2020
145,6704.0,1736.0,1456.0,37.0,910.0,529.0,484182.0,103812.0,15973.0,85371.0,2468.0,473.0,19352873.0,5731939.0,16.0,,,5.09.2020
146,7235.0,3002.0,1569.0,44.0,910.0,478.0,491417.0,105905.0,16453.0,86940.0,2512.0,,,,,,,6.09.2020
147,3354.0,1144.0,1639.0,37.0,912.0,480.0,494771.0,107958.0,16830.0,88579.0,2549.0,478.0,19424644.0,5755155.0,12.0,,,7.09.2020
148,5486.0,1880.0,2022.0,35.0,912.0,480.0,500257.0,109838.0,16653.0,90601.0,2584.0,502.0,19494486.0,5778722.0,18.0,,,8.09.2020
149,7609.0,2078.0,2013.0,41.0,927.0,483.0,507866.0,111916.0,16677.0,92614.0,2625.0,500.0,19563344.0,5801579.0,20.0,,,9.09.2020
150,6795.0,1916.0,1838.0,43.0,940.0,485.0,514661.0,113832.0,16712.0,94452.0,2668.0,519.0,19631229.0,5825151.0,18.0,6915.0,9797.0,10.09.2020
151,6588.0,1938.0,1573.0,38.0,917.0,470.0,521249.0,115770.0,17039.0,96025.0,2706.0,541.0,19695290.0,5847229.0,19.0,6523.0,10516.0,11.09.2020
152,6626.0,1909.0,1464.0,42.0,910.0,473.0,527875.0,117679.0,17442.0,97489.0,2748.0,522.0,19777847.0,5869355.0,,6897.0,10545.0,12.09.2020
153,6770.0,1978.0,1587.0,45.0,910.0,440.0,534645.0,119657.0,17788.0,99076.0,2793.0,,,,,6867.0,10550.0,13.09.2020
154,2807.0,867.0,1456.0,39.0,928.0,479.0,537452.0,120757.0,17393.0,100532.0,2832.0,349.0,19834500.0,5888900.0,11.0,6837.0,10556.0,14.09.2020
155,5494.0,1691.0,1563.0,43.0,929.0,473.0,542946.0,122448.0,17478.0,102095.0,2875.0,930.0,19915535.0,5912311.0,927.0,6886.0,10592.0,15.09.2020
156,7162.0,2120.0,1883.0,43.0,936.0,480.0,550108.0,124568.0,17672.0,103978.0,2918.0,768.0,20029671.0,5946342.0,694.0,6970.0,10702.0,16.09.2020
157,6549.0,1964.0,2219.0,45.0,939.0,479.0,556657.0,126532.0,17372.0,106197.0,2963.0,800.0,20141940.0,5980586.0,623.0,6765.0,10607.0,17.09.2020
158,6289.0,1891.0,1926.0,44.0,961.0,493.0,562946.0,128423.0,17293.0,108123.0,3007.0,813.0,20256835.0,6017868.0,540.0,6693.0,10600.0,18.09.2020
159,5919.0,1658.0,1248.0,39.0,957.0,495.0,568865.0,130081.0,17664.0,109371.0,3046.0,823.0,20368410.0,6055111.0,594.0,6707.0,10829.0,19.09.2020
160,6067.0,1787.0,1545.0,38.0,961.0,494.0,574932.0,131781.0,17781.0,110916.0,3084.0,,,,,6722.0,11059.0,20.09.2020
161,2697.0,884.0,1256.0,37.0,952.0,492.0,577629.0,132665.0,17372.0,112172.0,3171.0,758.0,20461365.0,6084843.0,418.0,6508.0,10920.0,21.09.2020
162,5215.0,1364.0,1614.0,46.0,957.0,492.0,582344.0,134029.0,17076.0,113786.0,3167.0,827.0,20566540.0,6119282.0,411.0,6295.0,10781.0,22.09.2020
163,6463.0,1789.0,1512.0,46.0,952.0,496.0,589307.0,135818.0,17037.0,115298.0,3213.0,835.0,20677300.0,6156771.0,442.0,6526.0,10781.0,23.09.2020
164,5642.0,1512.0,1328.0,42.0,957.0,499.0,594949.0,137330.0,17449.0,116626.0,3255.0,863.0,20784190.0,6193534.0,373.0,6547.0,10902.0,24.09.2020
165,6142.0,1621.0,1256.0,41.0,949.0,523.0,601091.0,138951.0,17773.0,117882.0,3296.0,899.0,20897671.0,6232989.0,432.0,6646.0,11127.0,25.09.2020
166,5503.0,1637.0,1695.0,36.0,932.0,514.0,606594.0,140588.0,17679.0,119577.0,3332.0,887.0,21017470.0,6274423.0,416.0,6549.0,11130.0,26.09.2020
167,5614.0,1548.0,1599.0,41.0,940.0,520.0,612208.0,142136.0,17587.0,121176.0,2273.0,,,,,6453.0,11134.0,27.09.2020
168,3212.0,779.0,1105.0,33.0,943.0,520.0,615420.0,142915.0,17228.0,122281.0,3406.0,878.0,21154867.0,6320900.0,410.0,6280.0,10948.0,28.09.2020
169,5678.0,1040.0,1548.0,40.0,938.0,519.0,621098.0,143955.0,16680.0,123829.0,3446.0,904.0,21296015.0,6364243.0,398.0,6170.0,10510.0,29.09.2020
170,6256.0,1336.0,1431.0,40.0,932.0,516.0,627354.0,145291.0,16545.0,125260.0,3486.0,950.0,21471586.0,6414313.0,340.0,6079.0,10466.0,30.09.2020
171,5260.0,1036.0,1170.0,42.0,913.0,512.0,632614.0,146327.0,16369.0,126430.0,3528.0,995.0,21665616.0,6471320.0,359.0,5936.0,10433.0,1.10.2020
172,5724.0,1024.0,1209.0,43.0,910.0,508.0,638338.0,147351.0,16141.0,127639.0,3571.0,1026.0,21849695.0,6526256.0,259.0,5909.0,10232.0,2.10.2020
173,4682.0,1055.0,1286.0,38.0,895.0,505.0,643020.0,148406.0,15872.0,128925.0,3609.0,1032.0,22045229.0,6587610.0,181.0,5849.0,10023.0,3.10.2020
174,4580.0,993.0,1428.0,38.0,899.0,504.0,647600.0,149399.0,15399.0,130353.0,3647.0,1026.0,22232446.0,6649502.0,147.0,5206.0,10193.0,4.10.2020
175,1839.0,391.0,917.0,32.0,905.0,507.0,649439.0,149790.0,14841.0,131270.0,3679.0,1084.0,22407901.0,6703312.0,217.0,5093.0,9748.0,5.10.2020
176,4334.0,643.0,1270.0,30.0,925.0,428.0,653773.0,150433.0,14184.0,132540.0,3709.0,1051.0,22590136.0,6756760.0,296.0,4821.0,9363.0,6.10.2020
