,dailysamples,dailyconfirmed,dailyrecovered,dailydeceased,totalcritical,ventilatorpatients,totalsamples,totalconfirmed,totalhospital,totalrecovered,totaldeceased,totalhousesurvey,populationcovered,housescovered,flu,active_hosp,active_home,Date
568,4302.0,67.0,93.0,0.0,93.0,,3560320.0,504397.0,660.0,494663.0,9074.0,,,,,395.0,265.0,2.11.2021
569,5269.0,98.0,69.0,2.0,94.0,,3565589.0,504495.0,687.0,494732.0,9076.0,,,,,368.0,319.0,3.11.2021
570,4852.0,94.0,54.0,0.0,99.0,,3570441.0,504589.0,727.0,494732.0,9076.0,,,,,342.0,385.0,4.11.2021
571,3332.0,54.0,61.0,0.0,100.0,,3573773.0,504643.0,720.0,494847.0,9076.0,,,,,342.0,385.0,5.11.2021
572,2610.0,47.0,96.0,1.0,105.0,,3576383.0,504690.0,670.0,494943.0,9077.0,,,,,322.0,348.0,6.11.2021
573,5667.0,69.0,82.0,0.0,103.0,,3582050.0,504759.0,657.0,495025.0,9077.0,,,,,322.0,348.0,7.11.2021
574,3695.0,47.0,57.0,0.0,104.0,,3585745.0,504806.0,647.0,495082.0,9077.0,,,,,317.0,330.0,8.11.2021
575,5054.0,113.0,59.0,0.0,114.0,,3590799.0,504919.0,701.0,495141.0,9077.0,,,,,359.0,,9.11.2021
576,5686.0,83.0,71.0,2.0,115.0,,3596485.0,505002.0,711.0,495212.0,9079.0,,,,,359.0,352.0,10.11.2021
577,5176.0,75.0,44.0,0.0,106.0,,3601661.0,505077.0,742.0,495256.0,9079.0,,,,,360.0,382.0,11.11.2021
578,5371.0,86.0,67.0,1.0,113.0,,3607032.0,505163.0,760.0,495323.0,9080.0,,,,,348.0,412.0,12.11.2021
579,4890.0,92.0,96.0,2.0,102.0,,3611922.0,505255.0,754.0,495419.0,9082.0,,,,,350.0,404.0,13.11.2021
580,4432.0,108.0,94.0,2.0,101.0,,3616354.0,505363.0,766.0,495513.0,9084.0,,,,,333.0,433.0,14.11.2021
581,4081.0,48.0,54.0,1.0,97.0,,3620435.0,505411.0,759.0,495567.0,9085.0,,,,,324.0,,15.11.2021
582,3947.0,96.0,46.0,1.0,104.0,,3624382.0,505507.0,808.0,495613.0,9086.0,,,,,309.0,499.0,16.11.2021
583,5176.0,106.0,69.0,2.0,100.0,,3629558.0,505613.0,843.0,495682.0,9088.0,,,,,312.0,531.0,17.11.2021
584,4797.0,92.0,47.0,2.0,108.0,,3634355.0,505705.0,886.0,495729.0,9090.0,,,,,313.0,573.0,18.11.2021
585,5044.0,75.0,113.0,2.0,99.0,,3639399.0,505780.0,846.0,495842.0,9092.0,,,,,302.0,544.0,19.11.2021
586,4719.0,86.0,81.0,2.0,93.0,,3644118.0,505866.0,849.0,495923.0,9094.0,,,,,338.0,511.0,20.11.2021
587,4171.0,95.0,75.0,2.0,102.0,,3648289.0,505961.0,867.0,495998.0,9096.0,,,,,332.0,535.0,21.11.2021
588,3222.0,45.0,85.0,0.0,98.0,,3651511.0,506006.0,827.0,496083.0,9096.0,,,,,342.0,485.0,22.11.2021
589,3389.0,100.0,90.0,1.0,,,3654900.0,506106.0,836.0,496173.0,9097.0,,,,,325.0,511.0,23.11.2021
590,4842.0,95.0,106.0,2.0,101.0,,3659742.0,506201.0,823.0,496279.0,9099.0,,,,,320.0,503.0,24.11.2021
591,4411.0,90.0,47.0,2.0,105.0,,3664153.0,506291.0,864.0,496326.0,9101.0,,,,,323.0,541.0,25.11.2021
592,4628.0,88.0,95.0,0.0,97.0,,3668781.0,506379.0,857.0,496421.0,9101.0,,,,,329.0,528.0,26.11.2021
593,4569.0,94.0,104.0,2.0,97.0,,3673350.0,506473.0,845.0,496525.0,9103.0,,,,,315.0,530.0,27.11.2021
594,3926.0,97.0,90.0,0.0,95.0,,3677276.0,506570.0,852.0,496615.0,9103.0,,,,,335.0,517.0,28.11.2021
595,3118.0,51.0,73.0,0.0,,,3680394.0,506621.0,830.0,496688.0,9103.0,,,,,317.0,513.0,29.11.2021
596,3869.0,78.0,84.0,0.0,97.0,,3684263.0,506699.0,824.0,496772.0,9103.0,,,,,319.0,505.0,30.11.2021
597,5330.0,97.0,93.0,0.0,,,3689593.0,506796.0,828.0,496865.0,9103.0,,,,,318.0,510.0,1.12.2021
598,5227.0,85.0,45.0,0.0,94.0,,3694820.0,506881.0,868.0,496910.0,9103.0,,,,,307.0,561.0,2.12.2021
599,5962.0,84.0,99.0,1.0,92.0,,3700782.0,506965.0,852.0,497009.0,9104.0,,,,,302.0,550.0,3.12.2021
600,6398.0,90.0,93.0,0.0,,,3707180.0,507055.0,869.0,497102.0,9104.0,,,,,289.0,560.0,4.12.2021
601,5878.0,81.0,88.0,1.0,96.0,,3713058.0,507136.0,841.0,497190.0,9105.0,,,,,292.0,549.0,5.12.2021
602,4426.0,38.0,88.0,0.0,84.0,,3717484.0,507174.0,791.0,497278.0,9105.0,,,,,289.0,502.0,6.12.2021
603,4911.0,74.0,92.0,0.0,79.0,,3722395.0,507248.0,773.0,497370.0,9105.0,,,,,273.0,500.0,7.12.2021
604,6102.0,100.0,97.0,0.0,84.0,,3728437.0,507348.0,776.0,497467.0,9105.0,,,,,273.0,503.0,8.12.2021
605,6239.0,68.0,51.0,1.0,85.0,,3734736.0,507416.0,792.0,4975518.0,9106.0,,,,,283.0,509.0,9.12.2021
606,6500.0,77.0,78.0,1.0,79.0,,3741236.0,507493.0,790.0,497596.0,9107.0,,,,,287.0,505.0,10.12.2021
607,6192.0,86.0,97.0,1.0,83.0,,3747428.0,507579.0,778.0,497693.0,9108.0,,,,,273.0,505.0,11.12.2021
608,5989.0,96.0,85.0,0.0,82.0,,3753417.0,507675.0,789.0,497778.0,9108.0,,,,,283.0,506.0,12.12.2021
609,4486.0,53.0,83.0,1.0,80.0,,3757903.0,507728.0,758.0,497861.0,9109.0,,,,,271.0,487.0,13.12.2021
610,4168.0,71.0,90.0,0.0,85.0,,3762071.0,507799.0,739.0,497951.0,9109.0,,,,,289.0,450.0,14.12.2021
611,6229.0,120.0,80.0,0.0,85.0,,3768300.0,507919.0,779.0,498031.0,9109.0,,,,,289.0,490.0,15.12.2021
612,6027.0,122.0,38.0,0.0,85.0,,3774327.0,508041.0,863.0,508041.0,9109.0,,,,,301.0,562.0,16.12.2021
613,6219.0,73.0,74.0,0.0,85.0,,3780546.0,508114.0,862.0,498143.0,9109.0,,,,,289.0,574.0,17.12.2021
614,6609.0,92.0,100.0,0.0,91.0,,3787155.0,508206.0,854.0,498243.0,9109.0,,,,,294.0,560.0,18.12.2021
615,6311.0,84.0,64.0,0.0,83.0,,3793466.0,508290.0,874.0,498307.0,9109.0,,,,,301.0,573.0,19.12.2021
616,4269.0,33.0,77.0,0.0,81.0,,3797735.0,508323.0,830.0,498384.0,9109.0,,,,,291.0,539.0,20.12.2021
617,4543.0,95.0,86.0,0.0,81.0,,3802278.0,508418.0,839.0,498470.0,9109.0,,,,,284.0,555.0,21.12.2021
618,6077.0,127.0,96.0,1.0,82.0,,3808355.0,508545.0,869.0,498566.0,9110.0,,,,,278.0,591.0,22.12.2021
619,6692.0,79.0,52.0,1.0,82.0,,3815047.0,508624.0,895.0,498618.0,9111.0,,,,,279.0,616.0,23.12.2021
620,7429.0,120.0,72.0,1.0,77.0,,3822476.0,508744.0,942.0,498690.0,9112.0,,,,,281.0,661.0,24.12.2021
621,7506.0,149.0,119.0,0.0,74.0,,3829982.0,508893.0,972.0,498809.0,9112.0,,,,,281.0,691.0,25.12.2021
622,6075.0,132.0,121.0,2.0,76.0,,3836057.0,509025.0,981.0,498930.0,9114.0,,,,,283.0,698.0,26.12.2021
623,4651.0,80.0,71.0,0.0,76.0,,3840708.0,509105.0,990.0,499001.0,9114.0,,,,,283.0,707.0,27.12.2021
624,4701.0,171.0,91.0,1.0,85.0,,3845409.0,509276.0,1069.0,499092.0,9115.0,,,,,274.0,795.0,28.12.2021
625,6600.0,232.0,83.0,0.0,90.0,,3852009.0,509508.0,1218.0,499175.0,9115.0,,,,,287.0,931.0,29.12.2021
626,6160.0,298.0,33.0,1.0,89.0,,3858169.0,509806.0,1482.0,499208.0,9116.0,,,,,302.0,1180.0,30.12.2021
627,6944.0,412.0,95.0,0.0,92.0,,3865113.0,510218.0,1799.0,499303.0,9116.0,,,,,302.0,1497.0,31.12.2021
628,7588.0,399.0,127.0,1.0,92.0,,3872701.0,510617.0,2070.0,499430.0,9117.0,,,,,306.0,1764.0,1.1.2022
629,6786.0,524.0,79.0,1.0,99.0,,3879487.0,511141.0,2514.0,499509.0,9118.0,,,,,306.0,2208.0,2.1.2022
630,6573.0,444.0,120.0,0.0,101.0,,3886060.0,511585.0,2838.0,499629.0,9118.0,,,,,342.0,2496.0,3.1.2022
631,6819.0,1104.0,151.0,1.0,89.0,,3892879.0,512689.0,3790.0,500144.0,9119.0,,,,,367.0,3423.0,4.1.2022
632,13443.0,1805.0,131.0,0.0,73.0,,3906322.0,514494.0,5464.0,499911.0,9119.0,,,,,447.0,5017.0,5.1.2022
633,15775.0,2284.0,80.0,3.0,106.0,28.0,3922097.0,516778.0,7665.0,499991.0,9122.0,,,,,487.0,7178.0,6.1.2022
634,18086.0,2757.0,628.0,2.0,95.0,21.0,3941083.0,519535.0,9792.0,500619.0,9124.0,,,,,590.0,9202.0,7.1.2022
635,19186.0,2471.0,711.0,2.0,120.0,32.0,3959369.0,522006.0,11550.0,501330.0,9126.0,,,,,755.0,10795.0,8.1.2022
636,18012.0,4029.0,688.0,1.0,134.0,39.0,3977381.0,526035.0,14890.0,502018.0,9127.0,,,,,700.0,14190.0,9.1.2022
637,15139.0,3067.0,857.0,2.0,143.0,34.0,3992520.0,529102.0,17098.0,502875.0,9129.0,,,,,862.0,16236.0,10.1.2022
638,14983.0,3459.0,1104.0,1.0,146.0,38.0,4007503.0,532561.0,19452.0,503979.0,9130.0,,,,,862.0,18590.0,11.1.2022
639,20801.0,4857.0,1805.0,1.0,162.0,33.0,4028304.0,537418.0,22503.0,505784.0,9131.0,,,,,1019.0,21484.0,12.1.2022
640,19868.0,5571.0,2335.0,2.0,182.0,45.0,4048172.0,542989.0,25737.0,508119.0,9133.0,,,,,1128.0,24609.0,13.1.2022
641,20149.0,5480.0,2674.0,1.0,208.0,43.0,4068321.0,548469.0,28542.0,510793.0,9134.0,,,,,1235.0,27307.0,14.1.2022
642,19174.0,5705.0,2338.0,2.0,204.0,44.0,4087495.0,554174.0,31907.0,513131.0,9136.0,,,,,1251.0,30656.0,15.1.2022
643,19119.0,5375.0,3090.0,5.0,217.0,46.0,4106614.0,559549.0,34187.0,516221.0,9141.0,,,,,1280.0,32907.0,16.1.2022
644,15630.0,3959.0,3067.0,6.0,214.0,46.0,4122244.0,563508.0,35073.0,519288.0,9147.0,,,,,1202.0,33871.0,17.1.2022
645,14998.0,6320.0,3381.0,5.0,225.0,57.0,4137242.0,569828.0,38007.0,522669.0,9152.0,,,,,1457.0,36550.0,18.1.2022
646,22183.0,6441.0,4857.0,9.0,258.0,67.0,4159425.0,576269.0,39582.0,527526.0,9161.0,,,,,1339.0,38243.0,19.1.2022
647,20342.0,7264.0,4575.0,7.0,282.0,74.0,4179767.0,583533.0,42264.0,532101.0,9168.0,,,,,1548.0,40716.0,20.1.2022
648,20338.0,8301.0,5480.0,4.0,297.0,74.0,4200105.0,591834.0,45081.0,537581.0,9172.0,,,,,1607.0,43474.0,21.1.2022
649,19034.0,8246.0,7368.0,9.0,301.0,72.0,4219139.0,600080.0,45950.0,544949.0,9181.0,,,,,1655.0,44295.0,22.1.2022
650,17825.0,6299.0,5375.0,11.0,322.0,78.0,4236964.0,606379.0,46863.0,550324.0,9192.0,,,,,1667.0,45196.0,23.1.2022
651,12543.0,3377.0,3931.0,7.0,328.0,76.0,4249507.0,609756.0,46302.0,554255.0,9199.0,,,,,1301.0,45001.0,24.1.2022
652,13200.0,5271.0,6299.0,7.0,349.0,73.0,4262732.0,615027.0,45267.0,560554.0,9206.0,,,,,1631.0,43636.0,25.1.2022
653,18082.0,5521.0,6333.0,3.0,342.0,81.0,4280814.0,620548.0,44452.0,566887.0,9209.0,,,,,1609.0,42843.0,26.1.2022
654,12816.0,4136.0,7410.0,5.0,368.0,79.0,4293630.0,624684.0,41173.0,574297.0,9214.0,,,,,1609.0,39564.0,27.1.2022
655,10980.0,3374.0,8200.0,7.0,358.0,88.0,4304610.0,628058.0,36340.0,582497.0,9221.0,,,,,1460.0,34880.0,28.1.2022
656,12672.0,5410.0,8215.0,7.0,358.0,84.0,4317282.0,633468.0,33528.0,590712.0,9228.0,,,,,1460.0,32068.0,29.1.2022
657,11372.0,3896.0,6283.0,8.0,331.0,87.0,4328654.0,637364.0,31133.0,596995.0,9236.0,,,,,1239.0,29894.0,30.1.2022
658,8383.0,2056.0,3263.0,9.0,336.0,80.0,4337037.0,639420.0,29917.0,600258.0,9245.0,,,,,1316.0,28601.0,31.1.2022
659,8755.0,2075.0,5271.0,9.0,,,4345792.0,641495.0,26712.0,605529.0,9254.0,,,,,1197.0,25515.0,1.2.2022
660,11129.0,2846.0,5521.0,7.0,301.0,76.0,4356921.0,644341.0,24030.0,611050.0,9261.0,,,,,1128.0,22902.0,2.2.2022
661,10536.0,2141.0,4136.0,9.0,288.0,76.0,4367457.0,646482.0,22026.0,615186.0,9270.0,,,,,1081.0,20945.0,3.2.2022
662,9118.0,2110.0,3374.0,10.0,263.0,70.0,4376575.0,648592.0,20752.0,618560.0,9280.0,,,,,972.0,19780.0,4.2.2022
663,8833.0,1490.0,5410.0,9.0,243.0,76.0,4385408.0,650082.0,16823.0,623970.0,9289.0,,,,,898.0,15925.0,5.2.2022
664,7215.0,1434.0,3896.0,9.0,234.0,74.0,4392623.0,651516.0,14352.0,627866.0,9298.0,,,,,891.0,13461.0,6.2.2022
665,5657.0,776.0,2056.0,6.0,228.0,75.0,4398280.0,652292.0,13066.0,629922.0,9304.0,,,,,852.0,12214.0,7.2.2022
666,5048.0,964.0,2075.0,5.0,200.0,72.0,4403328.0,653256.0,11950.0,631997.0,9309.0,,,,,994.0,10956.0,8.2.2022
667,7373.0,1171.0,2846.0,8.0,214.0,65.0,4410701.0,654428.0,10268.0,634843.0,9317.0,,,,,684.0,9584.0,9.2.2022
668,6821.0,868.0,2141.0,7.0,209.0,56.0,4417522.0,655296.0,8988.0,636984.0,9324.0,,,,,764.0,8224.0,10.2.2022
669,6448.0,700.0,2197.0,2.0,204.0,56.0,4423970.0,655996.0,7489.0,639181.0,9326.0,,,,,735.0,8253.0,11.2.2022
670,5451.0,535.0,1490.0,3.0,199.0,56.0,4429421.0,656531.0,6531.0,640671.0,9329.0,,,,,664.0,5687.0,12.2.2022
671,5116.0,424.0,1377.0,2.0,201.0,49.0,4434537.0,656955.0,5576.0,642048.0,9331.0,,,,,664.0,4912.0,13.2.2022
672,3914.0,228.0,920.0,0.0,202.0,48.0,4438451.0,657183.0,4884.0,642968.0,9331.0,,,,,452.0,4432.0,14.2.2022
673,3818.0,334.0,964.0,2.0,191.0,50.0,4442269.0,657517.0,4252.0,643932.0,9333.0,,,,,409.0,3843.0,15.2.2022
674,4780.0,361.0,1165.0,0.0,163.0,45.0,4447049.0,657878.0,3448.0,645097.0,9333.0,,,,,413.0,3035.0,16.2.2022
675,4678.0,448.0,867.0,0.0,145.0,39.0,4451727.0,658326.0,3029.0,645964.0,9333.0,,,,,388.0,2641.0,17.2.2022
676,3910.0,318.0,700.0,1.0,136.0,35.0,4455637.0,658644.0,2646.0,646664.0,9334.0,,,,,399.0,2247.0,18.2.2022
677,4134.0,265.0,535.0,0.0,125.0,34.0,4459771.0,658909.0,2376.0,647199.0,9334.0,,,,,371.0,2005.0,19.2.2022
678,3592.0,225.0,422.0,2.0,126.0,30.0,4463363.0,659134.0,2177.0,647621.0,9336.0,,,,,380.0,1797.0,20.2.2022
679,2593.0,132.0,226.0,1.0,119.0,30.0,4465956.0,659266.0,2082.0,647847.0,9337.0,,,,,484.0,1598.0,21.2.2022
680,3140.0,199.0,333.0,1.0,108.0,27.0,4469096.0,659465.0,1947.0,648180.0,9338.0,,,,,251.0,1696.0,22.2.2022
681,3596.0,188.0,360.0,2.0,106.0,23.0,4472692.0,659653.0,1773.0,648540.0,9340.0,,,,,251.0,1522.0,23.2.2022
682,3490.0,215.0,446.0,2.0,95.0,21.0,4476182.0,659868.0,1540.0,648986.0,9342.0,,,,,233.0,1307.0,24.2.2022
683,3284.0,193.0,318.0,0.0,,,4479466.0,660061.0,1415.0,649304.0,9342.0,,,,,150.0,1265.0,25.2.2022
684,3456.0,176.0,263.0,2.0,63.0,17.0,4482919.0,660237.0,1326.0,649567.0,9344.0,,,,,139.0,1187.0,26.2.2022
685,2611.0,130.0,223.0,1.0,70.0,16.0,4485530.0,660367.0,1232.0,649790.0,9345.0,,,,,,,27.2.2022
686,2649.0,44.0,131.0,0.0,65.0,15.0,4488179.0,660411.0,1145.0,649921.0,9345.0,,,,,120.0,1025.0,28.2.2022
687,2271.0,120.0,199.0,0.0,64.0,14.0,4490450.0,660531.0,1066.0,650120.0,9346.0,,,,,120.0,946.0,1.3.2022
688,2778.0,65.0,188.0,0.0,62.0,14.0,4493228.0,660596.0,943.0,650308.0,9345.0,,,,,126.0,817.0,2.3.2022
689,2969.0,78.0,215.0,1.0,57.0,11.0,4496197.0,660674.0,805.0,650523.0,9346.0,,,,,87.0,718.0,3.3.2022
690,2792.0,120.0,192.0,1.0,53.0,11.0,4498989.0,660794.0,732.0,650715.0,9347.0,,,,,58.0,674.0,4.3.2022
691,2890.0,139.0,175.0,1.0,49.0,11.0,4501879.0,660933.0,695.0,650890.0,9348.0,,,,,54.0,641.0,5.3.2022
692,2703.0,99.0,129.0,0.0,57.0,11.0,4504582.0,661032.0,665.0,651019.0,9348.0,,,,,54.0,611.0,6.3.2022
693,1440.0,29.0,44.0,0.0,52.0,11.0,4506022.0,661061.0,650.0,651063.0,9348.0,,,,,63.0,,7.3.2022
694,2604.0,137.0,120.0,0.0,17.0,4.0,4508626.0,661198.0,667.0,651183.0,9348.0,,,,,56.0,611.0,8.3.2022
695,2518.0,125.0,65.0,0.0,9.0,1.0,4511144.0,661323.0,727.0,651248.0,9348.0,,,,,49.0,678.0,9.3.2022
696,2245.0,116.0,78.0,0.0,9.0,1.0,4513389.0,661439.0,765.0,651326.0,9348.0,,,,,55.0,710.0,10.3.2022
697,2679.0,41.0,120.0,0.0,,,4516068.0,661480.0,686.0,651446.0,9348.0,,,,,26.0,660.0,11.3.2022
698,2314.0,61.0,139.0,0.0,0.0,0.0,4518382.0,661541.0,608.0,651585.0,9348.0,,,,,26.0,528.0,12.3.2022
699,1944.0,65.0,99.0,0.0,1.0,0.0,4520326.0,661606.0,574.0,651684.0,9348.0,,,,,26.0,548.0,13.3.2022
700,1262.0,19.0,29.0,0.0,2.0,1.0,4521588.0,661625.0,564.0,651713.0,9348.0,,,,,,,14.3.2022
701,2101.0,18.0,137.0,0.0,5.0,1.0,4523689.0,661643.0,445.0,651850.0,9348.0,,,,,24.0,421.0,15.3.2022
702,2116.0,21.0,125.0,0.0,3.0,1.0,4525805.0,661664.0,341.0,651975.0,9348.0,,,,,8.0,333.0,16.3.2022
703,2328.0,21.0,116.0,0.0,4.0,0.0,4528133.0,661685.0,246.0,652091.0,9348.0,,,,,11.0,235.0,17.3.2022
704,2099.0,12.0,41.0,0.0,1.0,0.0,4530232.0,661697.0,217.0,652132.0,9348.0,,,,,11.0,206.0,18.3.2022
705,1670.0,10.0,61.0,0.0,1.0,0.0,4531902.0,661707.0,166.0,652193.0,9348.0,,,,,11.0,155.0,19.3.2022
706,1327.0,18.0,65.0,0.0,1.0,0.0,4533229.0,661725.0,119.0,652258.0,9348.0,,,,,11.0,108.0,20.3.2022
707,1278.0,12.0,19.0,0.0,1.0,0.0,4534507.0,661737.0,112.0,652277.0,9348.0,,,,,3.0,109.0,21.3.2022
708,1892.0,20.0,18.0,0.0,1.0,0.0,4536399.0,661757.0,114.0,652295.0,9348.0,,,,,8.0,106.0,22.3.2022
709,2236.0,22.0,21.0,1.0,1.0,0.0,4538635.0,661779.0,114.0,652316.0,9349.0,,,,,,,23.3.2022
710,2104.0,14.0,20.0,0.0,1.0,0.0,4540739.0,661793.0,108.0,652336.0,9349.0,,,,,6.0,102.0,24.3.2022
711,2041.0,15.0,12.0,0.0,1.0,0.0,4542780.0,661808.0,111.0,652348.0,9349.0,,,,,0.0,111.0,25.3.2022
712,1957.0,11.0,10.0,0.0,1.0,0.0,4544737.0,661819.0,112.0,652358.0,9349.0,,,,,1.0,111.0,26.3.2022
713,1695.0,21.0,18.0,0.0,1.0,0.0,4546432.0,661840.0,115.0,652376.0,9349.0,,,,,1.0,114.0,27.3.2022
714,1318.0,7.0,12.0,0.0,1.0,0.0,4547750.0,661847.0,110.0,652388.0,9349.0,,,,,,,28.3.2022
715,1993.0,8.0,20.0,0.0,2.0,0.0,4549743.0,661855.0,98.0,652408.0,9349.0,,,,,2.0,96.0,29.3.2022
716,1889.0,15.0,22.0,0.0,4.0,0.0,4551632.0,661870.0,91.0,652430.0,9349.0,,,,,,,30.3.2022
717,1841.0,42.0,14.0,0.0,3.0,0.0,4553473.0,661912.0,119.0,652444.0,9349.0,,,,,2.0,117.0,31.3.2022
718,1892.0,32.0,15.0,0.0,2.0,0.0,4555365.0,661944.0,136.0,652459.0,9349.0,,,,,,,1.4.2022
719,,,,,,,,,,,,,,,,,,2.4.2022
720,,,,,,,,,,,,,,,,,,3.4.2022
721,1251.0,4.0,7.0,0.0,,,4559983.0,661971.0,124.0,652498.0,9349.0,,,,,0.0,124.0,4.4.2022
722,1310.0,65.0,48.0,0.0,1.0,0.0,4636275.0,663319.0,251.0,653717.0,9351.0,,,,,5.0,246.0,1.6.2022
723,1089.0,64.0,26.0,0.0,,0.0,4637364.0,663383.0,289.0,653743.0,9351.0,,,,,11.0,278.0,2.6.2022
724,1125.0,69.0,30.0,1.0,,,4639640.0,663525.0,370.0,653803.0,9352.0,,,,,15.0,355.0,4.6.2022
725,1536.0,133.0,64.0,0.0,3.0,0.0,4646057.0,663968.0,585.0,654031.0,9352.0,,,,,,,9.6.2022
729,,60.0,,0.0,,,,711562.0,,,9753.0,,,,,,,1.04.2023
730,,43.0,,0.0,,,,711605.0,,,9753.0,,,,,,,2.04.2023
731,,14.0,,0.0,,,,711619.0,,,9753.0,,,,,,,3.04.2023
732,,65.0,,0.0,,,,711684.0,,,9753.0,,,,,,,4.04.2023
733,,64.0,,0.0,,,,711748.0,,,9753.0,,,,,,,5.04.2023
734,,80.0,,0.0,,,,711828.0,,,9753.0,,,,,,,6.04.2023
735,,66.0,,0.0,,,,711894.0,,,9753.0,,,,,,,7.04.2023
736,,71.0,,0.0,,,,711965.0,,,9753.0,,,,,,,8.04.2023
737,,68.0,,0.0,,,,712033.0,,,9753.0,,,,,,,9.04.2023
738,,18.0,,0.0,,,,712051.0,,,9753.0,,,,,,,10.04.2023
739,,65.0,,0.0,,,,712267.0,,,9756.0,,,,,,,13.04.2023
740,,74.0,,0.0,,,,712341.0,,,9756.0,,,,,,,14.04.2023
741,,60.0,,0.0,,,,712401.0,,,9756.0,,,,,,,15.04.2023
742,,48.0,,0.0,,,,712449.0,,,9756.0,,,,,,,16.04.2023
743,,58.0,,0.0,,,,712507.0,,,9756.0,,,,,,,17.04.2023
744,,51.0,,2.0,,,,712558.0,,,9758.0,,,,,,,18.04.2023
745,,83.0,,1.0,,,,712641.0,,,9759.0,,,,,,,19.04.2023
746,,62.0,,2.0,,,,712781.0,,,,,,,,,,21.04.2023
747,,28.0,,0.0,,,,712809.0,,,9762.0,,,,,,,22.04.2023
748,,41.0,,0.0,,,,712850.0,,,9762.0,,,,,,,23.04.2023
749,,11.0,,0.0,,,,712861.0,,,9762.0,,,,,,,24.04.2023
750,,58.0,,0.0,,,,712919.0,,,9762.0,,,,,,,25.04.2023
751,,45.0,,0.0,,,,712964.0,,,9762.0,,,,,,,26.04.2023
752,,69.0,,0.0,,,,713033.0,,,9762.0,,,,,,,27.04.2023
753,,57.0,,0.0,,,,713090.0,,,9762.0,,,,,,,28.04.2023
754,,30.0,,0.0,,,,713120.0,,,9762.0,,,,,,,29.04.2023
755,,31.0,,0.0,,,,713151.0,,,9762.0,,,,,,,30.04.2023
756,,13.0,,0.0,,,,713164.0,,,9762.0,,,,,,,01.05.2023
